Order_ID,Order_Date,Delivery_Date,Customer_Type,Delivery_Type,Area,Distance_KM,Cylinders,Delivery_Days,Status,,calculated kms
7174,27/06/2024,27/06/2024,Domestic,Walk-in,Agency Area,4,1,0,On-Time,,2
7175,14/04/2024,18/04/2024,Domestic,Home,Area A,16,1,4,Delayed,,20
7176,20/04/2024,22/04/2024,Domestic,Home,Area E,55,1,2,On-Time,,54
7177,23/01/2024,27/01/2024,Domestic,Home,Area F,59,1,4,Delayed,,60
7178,14/02/2024,17/02/2024,Domestic,Home,Area E,51,1,3,Delayed,,49
7179,02/01/2024,04/01/2024,Domestic,Home,Area A,18,1,2,On-Time,,19
7180,23/02/2024,01/03/2024,Domestic,Home,Area D,42,1,7,Delayed,,40
7181,11/02/2024,14/02/2024,Domestic,Home,Area B,24,1,3,Delayed,,25
7182,31/01/2024,05/02/2024,5kg,Home,Area A,20,1,5,Delayed,,17
7183,15/03/2024,19/03/2024,Domestic,Home,Area F,60,1,4,Delayed,,60
7184,05/02/2024,07/02/2024,Domestic,Home,Area C,35,1,2,On-Time,,33
7185,21/05/2024,23/05/2024,Domestic,Home,Area C,31,1,2,On-Time,,28
7186,23/02/2024,27/02/2024,Domestic,Home,Area D,39,1,4,Delayed,,42
7187,20/01/2024,21/01/2024,Domestic,Home,Area E,54,1,1,On-Time,,46
7188,08/04/2024,10/04/2024,Domestic,Home,Area E,47,1,2,On-Time,,46
7189,22/03/2024,27/03/2024,Domestic,Home,Area D,40,1,5,Delayed,,39
7190,24/01/2024,28/01/2024,Domestic,Home,Area C,26,1,4,Delayed,,27
7191,12/06/2024,17/06/2024,Domestic,Home,Area A,17,1,5,Delayed,,19
7192,15/05/2024,19/05/2024,Domestic,Home,Area E,53,1,4,Delayed,,51
7193,19/06/2024,21/06/2024,Domestic,Home,Area C,28,1,2,On-Time,,34
7194,24/03/2024,24/03/2024,Domestic,Walk-in,Nearby Area 2,11,1,0,On-Time,,15
7195,05/01/2024,10/01/2024,5kg,Home,Area E,48,1,5,Delayed,,47
7196,07/01/2024,07/01/2024,Domestic,Walk-in,Nearby Area 2,15,1,0,On-Time,,14
7197,27/06/2024,30/06/2024,Commercial,Home,Area A,20,6,3,Delayed,,19
7198,25/03/2024,29/03/2024,Domestic,Home,Area D,39,1,4,Delayed,,39
7199,27/05/2024,01/06/2024,Domestic,Home,Area C,30,1,5,Delayed,,26
7200,03/05/2024,06/05/2024,Domestic,Home,Area E,46,1,3,Delayed,,46
7201,18/05/2024,18/05/2024,Domestic,Walk-in,Nearby Area 1,7,1,0,On-Time,,10
7202,11/06/2024,15/06/2024,Domestic,Home,Area F,57,1,4,Delayed,,57
7203,15/06/2024,17/06/2024,Commercial,Home,Area C,33,5,2,On-Time,,31
7204,26/04/2024,27/04/2024,Domestic,Home,Area B,25,1,1,On-Time,,22
7205,15/05/2024,20/05/2024,Domestic,Home,Area B,21,1,5,Delayed,,25
7206,17/04/2024,19/04/2024,5kg,Home,Area C,26,1,2,On-Time,,34
7207,27/06/2024,30/06/2024,Domestic,Home,Area C,27,1,3,Delayed,,34
7208,25/03/2024,27/03/2024,Domestic,Home,Area E,48,1,2,On-Time,,55
7209,24/05/2024,27/05/2024,Domestic,Home,Area B,24,1,3,Delayed,,24
7210,18/05/2024,21/05/2024,Domestic,Home,Area D,40,1,3,Delayed,,39
7211,07/01/2024,11/01/2024,Domestic,Home,Area D,41,1,4,Delayed,,43
7212,21/06/2024,24/06/2024,Domestic,Home,Area E,49,1,3,Delayed,,51
7213,13/01/2024,15/01/2024,Domestic,Home,Area B,22,1,2,On-Time,,24
7214,29/05/2024,04/06/2024,Domestic,Home,Area E,55,1,6,Delayed,,47
7215,22/03/2024,26/03/2024,Domestic,Home,Area D,40,1,4,Delayed,,38
7216,11/05/2024,15/05/2024,Domestic,Home,Area C,32,1,4,Delayed,,35
7217,10/03/2024,10/03/2024,Domestic,Walk-in,Agency Area,5,1,0,On-Time,,2
7218,29/01/2024,03/02/2024,Domestic,Home,Area A,16,1,5,Delayed,,16
7219,13/01/2024,15/01/2024,Domestic,Home,Area F,57,1,2,On-Time,,60
7220,02/02/2024,04/02/2024,Domestic,Home,Area E,54,1,2,On-Time,,53
7221,18/02/2024,20/02/2024,Domestic,Home,Area F,60,1,2,On-Time,,56
7222,25/03/2024,28/03/2024,Domestic,Home,Area C,29,1,3,Delayed,,28
7223,26/06/2024,28/06/2024,Domestic,Home,Area C,35,1,2,On-Time,,27
7224,17/05/2024,23/05/2024,Commercial,Home,Area E,47,4,6,Delayed,,49
7225,16/05/2024,19/05/2024,Domestic,Home,Area C,26,1,3,Delayed,,33
7226,28/02/2024,02/03/2024,Domestic,Home,Area D,44,1,3,Delayed,,37
7227,16/05/2024,19/05/2024,Commercial,Home,Area E,53,6,3,Delayed,,51
7228,21/01/2024,27/01/2024,Domestic,Home,Area F,60,1,6,Delayed,,56
7229,27/02/2024,02/03/2024,Domestic,Home,Area A,16,1,4,Delayed,,20
7230,05/03/2024,08/03/2024,Domestic,Home,Area A,20,1,3,Delayed,,18
7231,07/03/2024,07/03/2024,Commercial,Walk-in,Nearby Area 2,11,5,0,On-Time,,11
7232,07/02/2024,10/02/2024,Domestic,Home,Area E,47,1,3,Delayed,,50
7233,13/01/2024,24/01/2024,Domestic,Home,Area E,46,1,11,Delayed,,46
7234,18/04/2024,18/04/2024,Domestic,Walk-in,Agency Area,3,1,0,On-Time,,1
7235,05/01/2024,10/01/2024,Domestic,Home,Area B,21,1,5,Delayed,,23
7236,20/01/2024,24/01/2024,Domestic,Home,Area C,28,1,4,Delayed,,26
7237,28/03/2024,30/03/2024,Domestic,Home,Area E,51,1,2,On-Time,,46
7238,30/03/2024,01/04/2024,Commercial,Home,Area F,57,5,2,On-Time,,56
7239,11/05/2024,15/05/2024,Domestic,Home,Area E,48,1,4,Delayed,,52
7240,04/01/2024,07/01/2024,Commercial,Home,Area B,22,5,3,Delayed,,25
7241,22/04/2024,28/04/2024,Domestic,Home,Area A,16,1,6,Delayed,,18
7242,13/02/2024,13/02/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,9
7243,23/01/2024,23/01/2024,Domestic,Walk-in,Nearby Area 1,8,1,0,On-Time,,9
7244,22/06/2024,23/06/2024,Domestic,Home,Area F,57,1,1,On-Time,,60
7245,25/02/2024,02/03/2024,Domestic,Home,Area B,25,1,6,Delayed,,23
7246,26/05/2024,29/05/2024,Domestic,Home,Area D,40,1,3,Delayed,,41
7247,13/06/2024,17/06/2024,Domestic,Home,Area B,23,1,4,Delayed,,25
7248,27/05/2024,27/05/2024,Domestic,Walk-in,Agency Area,3,1,0,On-Time,,5
7249,26/02/2024,04/03/2024,Domestic,Home,Area C,26,1,7,Delayed,,28
7250,19/04/2024,20/04/2024,Domestic,Home,Area E,53,1,1,On-Time,,55
7251,10/06/2024,14/06/2024,Domestic,Home,Area A,20,1,4,Delayed,,19
7252,17/06/2024,21/06/2024,Domestic,Home,Area E,47,1,4,Delayed,,49
7253,02/06/2024,06/06/2024,Domestic,Home,Area C,33,1,4,Delayed,,30
7254,03/03/2024,10/03/2024,Domestic,Home,Area B,21,1,7,Delayed,,23
7255,22/02/2024,23/02/2024,Domestic,Home,Area D,37,1,1,On-Time,,44
7256,24/05/2024,28/05/2024,Domestic,Home,Area B,24,1,4,Delayed,,22
7257,02/01/2024,06/01/2024,Domestic,Home,Area A,18,1,4,Delayed,,17
7258,26/01/2024,29/01/2024,Domestic,Home,Area E,47,1,3,Delayed,,53
7259,22/02/2024,25/02/2024,Domestic,Home,Area D,43,1,3,Delayed,,43
7260,11/02/2024,12/02/2024,Domestic,Home,Area A,16,1,1,On-Time,,17
7261,05/02/2024,05/02/2024,Domestic,Walk-in,Agency Area,5,1,0,On-Time,,5
7262,08/03/2024,10/03/2024,Domestic,Home,Area C,34,1,2,On-Time,,32
7263,11/04/2024,17/04/2024,Commercial,Home,Area B,24,5,6,Delayed,,21
7264,21/06/2024,24/06/2024,Domestic,Home,Area C,30,1,3,Delayed,,34
7265,05/03/2024,08/03/2024,Domestic,Home,Area E,54,1,3,Delayed,,50
7266,11/04/2024,14/04/2024,Domestic,Home,Area B,22,1,3,Delayed,,24
7267,27/02/2024,03/03/2024,Domestic,Home,Area F,60,1,5,Delayed,,59
7268,25/04/2024,27/04/2024,Domestic,Home,Area D,37,1,2,On-Time,,42
7269,02/05/2024,02/05/2024,Domestic,Walk-in,Agency Area,2,1,0,On-Time,,4
7270,12/03/2024,15/03/2024,Domestic,Home,Area F,60,1,3,Delayed,,60
7271,03/01/2024,08/01/2024,Domestic,Home,Area E,51,1,5,Delayed,,54
7272,08/02/2024,15/02/2024,Domestic,Home,Area A,19,1,7,Delayed,,18
7273,22/05/2024,29/05/2024,Domestic,Home,Area A,19,1,7,Delayed,,17
7274,16/06/2024,21/06/2024,Domestic,Home,Area C,26,1,5,Delayed,,28
7275,24/01/2024,26/01/2024,Domestic,Home,Area C,33,1,2,On-Time,,34
7276,08/01/2024,14/01/2024,Domestic,Home,Area E,51,1,6,Delayed,,52
7277,24/06/2024,28/06/2024,Commercial,Home,Area B,24,4,4,Delayed,,22
7278,16/04/2024,23/04/2024,Domestic,Home,Area D,42,1,7,Delayed,,40
7279,17/03/2024,23/03/2024,Domestic,Home,Area E,50,1,6,Delayed,,47
7280,20/01/2024,27/01/2024,Domestic,Home,Area E,50,1,7,Delayed,,46
7281,27/01/2024,31/01/2024,Commercial,Home,Area B,22,4,4,Delayed,,24
7282,08/01/2024,10/01/2024,Domestic,Home,Area A,16,1,2,On-Time,,20
7283,19/06/2024,23/06/2024,Commercial,Home,Area C,32,2,4,Delayed,,29
7284,04/03/2024,07/03/2024,Commercial,Home,Area A,16,3,3,Delayed,,18
7285,02/01/2024,05/01/2024,Domestic,Home,Area D,36,1,3,Delayed,,43
7286,04/03/2024,10/03/2024,Commercial,Home,Area D,38,2,6,Delayed,,38
7287,06/03/2024,08/03/2024,Domestic,Home,Area E,53,1,2,On-Time,,51
7288,08/06/2024,15/06/2024,Commercial,Home,Area E,49,2,7,Delayed,,53
7289,15/01/2024,18/01/2024,Domestic,Home,Area F,60,1,3,Delayed,,58
7290,16/03/2024,23/03/2024,Domestic,Home,Area F,59,1,7,Delayed,,56
7291,01/03/2024,04/03/2024,Domestic,Home,Area B,25,1,3,Delayed,,25
7292,17/03/2024,21/03/2024,Domestic,Home,Area A,18,1,4,Delayed,,17
7293,10/06/2024,13/06/2024,Domestic,Home,Area C,26,1,3,Delayed,,35
7294,02/01/2024,06/01/2024,Domestic,Home,Area E,52,1,4,Delayed,,46
7295,15/03/2024,22/03/2024,Domestic,Home,Area F,60,1,7,Delayed,,56
7296,23/05/2024,28/05/2024,Domestic,Home,Area F,60,1,5,Delayed,,58
7297,14/04/2024,16/04/2024,Domestic,Home,Area C,34,1,2,On-Time,,33
7298,19/03/2024,20/03/2024,Domestic,Home,Area A,17,1,1,On-Time,,17
7299,09/01/2024,09/01/2024,Domestic,Walk-in,Nearby Area 1,7,1,0,On-Time,,6
7300,31/01/2024,03/02/2024,Domestic,Home,Area E,55,1,3,Delayed,,50
7301,05/02/2024,10/02/2024,Commercial,Home,Area F,57,5,5,Delayed,,59
7302,07/04/2024,09/04/2024,Domestic,Home,Area A,20,1,2,On-Time,,18
7303,14/06/2024,21/06/2024,Domestic,Home,Area E,52,1,7,Delayed,,48
7304,12/01/2024,13/01/2024,Commercial,Home,Area D,45,5,1,On-Time,,37
7305,30/05/2024,02/06/2024,Domestic,Home,Area F,58,1,3,Delayed,,60
7306,10/01/2024,16/01/2024,Commercial,Home,Area D,39,3,6,Delayed,,45
7307,19/01/2024,22/01/2024,Domestic,Home,Area C,32,1,3,Delayed,,33
7308,23/01/2024,27/01/2024,Commercial,Home,Area D,42,4,4,Delayed,,36
7309,02/01/2024,05/01/2024,Domestic,Home,Area C,31,1,3,Delayed,,35
7310,04/06/2024,06/06/2024,Domestic,Home,Area A,20,1,2,On-Time,,20
7311,18/05/2024,20/05/2024,Domestic,Home,Area D,42,1,2,On-Time,,41
7312,20/02/2024,23/02/2024,Domestic,Home,Area E,53,1,3,Delayed,,54
7313,07/04/2024,08/04/2024,Domestic,Home,Area A,17,1,1,On-Time,,18
7314,24/03/2024,27/03/2024,Domestic,Home,Area F,57,1,3,Delayed,,58
7315,12/05/2024,17/05/2024,Commercial,Home,Area A,20,4,5,Delayed,,16
7316,09/03/2024,12/03/2024,Domestic,Home,Area B,22,1,3,Delayed,,23
7317,04/05/2024,04/05/2024,Domestic,Walk-in,Nearby Area 1,10,1,0,On-Time,,7
7318,12/03/2024,17/03/2024,Domestic,Home,Area E,49,1,5,Delayed,,55
7319,02/04/2024,02/04/2024,Commercial,Walk-in,Nearby Area 2,15,5,0,On-Time,,15
7320,25/03/2024,30/03/2024,Domestic,Home,Area E,46,1,5,Delayed,,51
7321,19/03/2024,19/03/2024,Commercial,Walk-in,Nearby Area 2,12,6,0,On-Time,,15
7322,04/03/2024,07/03/2024,Domestic,Home,Area D,39,1,3,Delayed,,45
7323,09/04/2024,16/04/2024,Domestic,Home,Area C,33,1,7,Delayed,,30
7324,29/02/2024,03/03/2024,Domestic,Home,Area F,56,1,3,Delayed,,59
7325,26/01/2024,29/01/2024,Commercial,Home,Area E,53,4,3,Delayed,,51
7326,04/03/2024,08/03/2024,Domestic,Home,Area A,18,1,4,Delayed,,17
7327,16/04/2024,19/04/2024,Domestic,Home,Area A,18,1,3,Delayed,,16
7328,15/04/2024,19/04/2024,Domestic,Home,Area A,17,1,4,Delayed,,20
7329,17/05/2024,17/05/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,7
7330,21/06/2024,25/06/2024,Domestic,Home,Area B,21,1,4,Delayed,,25
7331,28/01/2024,30/01/2024,Domestic,Home,Area E,47,1,2,On-Time,,51
7332,23/02/2024,25/02/2024,Commercial,Home,Area F,60,4,2,On-Time,,59
7333,02/02/2024,06/02/2024,Domestic,Home,Area B,24,1,4,Delayed,,22
7334,25/01/2024,29/01/2024,Domestic,Home,Area F,58,1,4,Delayed,,59
7335,04/03/2024,06/03/2024,Domestic,Home,Area D,42,1,2,On-Time,,39
7336,22/06/2024,26/06/2024,Domestic,Home,Area F,60,1,4,Delayed,,57
7337,11/04/2024,17/04/2024,Commercial,Home,Area E,47,2,6,Delayed,,51
7338,20/04/2024,24/04/2024,Domestic,Home,Area E,55,1,4,Delayed,,47
7339,10/06/2024,10/06/2024,Domestic,Walk-in,Agency Area,3,1,0,On-Time,,1
7340,12/03/2024,14/03/2024,Domestic,Home,Area A,20,1,2,On-Time,,18
7341,30/04/2024,04/05/2024,Domestic,Home,Area A,19,1,4,Delayed,,19
7342,11/06/2024,16/06/2024,Domestic,Home,Area C,33,1,5,Delayed,,32
7343,27/03/2024,06/04/2024,Commercial,Home,Area E,46,3,10,Delayed,,49
7344,25/04/2024,28/04/2024,Commercial,Home,Area D,40,3,3,Delayed,,42
7345,03/02/2024,07/02/2024,Domestic,Home,Area D,45,1,4,Delayed,,42
7346,24/03/2024,24/03/2024,Domestic,Walk-in,Nearby Area 2,13,1,0,On-Time,,11
7347,04/06/2024,08/06/2024,Domestic,Home,Area A,16,1,4,Delayed,,17
7348,10/02/2024,17/02/2024,Domestic,Home,Area C,27,1,7,Delayed,,28
7349,23/02/2024,25/02/2024,Domestic,Home,Area A,16,1,2,On-Time,,16
7350,11/02/2024,13/02/2024,Domestic,Home,Area C,27,1,2,On-Time,,30
7351,16/01/2024,20/01/2024,Domestic,Home,Area A,16,1,4,Delayed,,19
7352,25/05/2024,30/05/2024,Domestic,Home,Area A,18,1,5,Delayed,,16
7353,11/06/2024,17/06/2024,Domestic,Home,Area B,22,1,6,Delayed,,24
7354,15/05/2024,19/05/2024,Domestic,Home,Area D,41,1,4,Delayed,,41
7355,18/01/2024,22/01/2024,Domestic,Home,Area E,51,1,4,Delayed,,47
7356,23/06/2024,30/06/2024,Domestic,Home,Area B,21,1,7,Delayed,,24
7357,13/06/2024,19/06/2024,Commercial,Home,Area A,20,2,6,Delayed,,17
7358,03/01/2024,03/01/2024,Domestic,Walk-in,Nearby Area 2,11,1,0,On-Time,,11
7359,01/06/2024,05/06/2024,Domestic,Home,Area C,27,1,4,Delayed,,34
7360,21/02/2024,24/02/2024,Commercial,Home,Area C,26,3,3,Delayed,,35
7361,07/05/2024,13/05/2024,Domestic,Home,Area E,54,1,6,Delayed,,47
7362,07/01/2024,12/01/2024,Domestic,Home,Area C,32,1,5,Delayed,,29
7363,16/02/2024,19/02/2024,Domestic,Home,Area B,25,1,3,Delayed,,25
7364,24/03/2024,26/03/2024,Domestic,Home,Area B,21,1,2,On-Time,,21
7365,01/06/2024,01/06/2024,Domestic,Walk-in,Agency Area,3,1,0,On-Time,,2
7366,07/03/2024,13/03/2024,Commercial,Home,Area D,43,2,6,Delayed,,36
7367,01/06/2024,06/06/2024,Domestic,Home,Area E,47,1,5,Delayed,,46
7368,19/03/2024,21/03/2024,Commercial,Home,Area E,49,3,2,On-Time,,55
7369,15/01/2024,19/01/2024,Commercial,Home,Area C,29,6,4,Delayed,,33
7370,02/04/2024,03/04/2024,Commercial,Home,Area F,57,4,1,On-Time,,57
7371,01/05/2024,09/05/2024,Domestic,Home,Area F,59,1,8,Delayed,,56
7372,03/05/2024,06/05/2024,Domestic,Home,Area B,25,1,3,Delayed,,22
7373,04/05/2024,07/05/2024,Domestic,Home,Area C,35,1,3,Delayed,,34
7374,10/06/2024,16/06/2024,Commercial,Home,Area F,56,2,6,Delayed,,56
7375,21/03/2024,22/03/2024,Domestic,Home,Area B,22,1,1,On-Time,,21
7376,03/04/2024,10/04/2024,Commercial,Home,Area F,58,6,7,Delayed,,57
7377,09/02/2024,13/02/2024,Domestic,Home,Area F,56,1,4,Delayed,,58
7378,23/06/2024,24/06/2024,Domestic,Home,Area A,20,1,1,On-Time,,20
7379,15/01/2024,21/01/2024,Domestic,Home,Area D,44,1,6,Delayed,,36
7380,29/03/2024,03/04/2024,Domestic,Home,Area F,56,1,5,Delayed,,60
7381,01/02/2024,08/02/2024,Commercial,Home,Area B,25,5,7,Delayed,,24
7382,04/06/2024,06/06/2024,Commercial,Home,Area F,58,2,2,On-Time,,58
7383,24/04/2024,24/04/2024,Domestic,Walk-in,Agency Area,1,1,0,On-Time,,5
7384,06/06/2024,06/06/2024,Domestic,Walk-in,Nearby Area 1,8,1,0,On-Time,,10
7385,06/03/2024,10/03/2024,Domestic,Home,Area C,35,1,4,Delayed,,32
7386,22/05/2024,23/05/2024,Domestic,Home,Area B,23,1,1,On-Time,,24
7387,20/01/2024,02/02/2024,Domestic,Home,Area B,23,1,13,Delayed,,22
7388,13/05/2024,19/05/2024,Domestic,Home,Area B,22,1,6,Delayed,,22
7389,13/02/2024,18/02/2024,Domestic,Home,Area C,35,1,5,Delayed,,27
7390,02/03/2024,14/03/2024,Domestic,Home,Area E,46,1,12,Delayed,,53
7391,15/05/2024,22/05/2024,Domestic,Home,Area F,56,1,7,Delayed,,58
7392,30/04/2024,30/04/2024,Domestic,Walk-in,Agency Area,4,1,0,On-Time,,2
7393,22/06/2024,26/06/2024,Commercial,Home,Area A,16,6,4,Delayed,,17
7394,08/02/2024,10/02/2024,Domestic,Home,Area C,28,1,2,On-Time,,31
7395,24/02/2024,28/02/2024,Commercial,Home,Area D,40,3,4,Delayed,,43
7396,24/03/2024,24/03/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,7
7397,02/03/2024,02/03/2024,Domestic,Walk-in,Nearby Area 1,7,1,0,On-Time,,7
7398,23/01/2024,26/01/2024,Domestic,Home,Area B,22,1,3,Delayed,,23
7399,12/06/2024,12/06/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,7
7400,18/04/2024,20/04/2024,Domestic,Home,Area B,21,1,2,On-Time,,21
7401,30/01/2024,30/01/2024,Domestic,Walk-in,Nearby Area 2,15,1,0,On-Time,,13
7402,23/02/2024,29/02/2024,Domestic,Home,Area F,59,1,6,Delayed,,58
7403,10/02/2024,10/02/2024,Domestic,Walk-in,Agency Area,2,1,0,On-Time,,1
7404,07/05/2024,12/05/2024,Domestic,Home,Area C,28,1,5,Delayed,,35
7405,28/04/2024,28/04/2024,Commercial,Walk-in,Nearby Area 1,8,5,0,On-Time,,6
7406,14/02/2024,18/02/2024,Commercial,Home,Area C,35,6,4,Delayed,,28
7407,09/06/2024,11/06/2024,Domestic,Home,Area F,57,1,2,On-Time,,57
7408,11/03/2024,13/03/2024,Domestic,Home,Area F,58,1,2,On-Time,,59
7409,09/06/2024,10/06/2024,Domestic,Home,Area F,56,1,1,On-Time,,59
7410,06/03/2024,09/03/2024,5kg,Home,Area E,53,1,3,Delayed,,51
7411,22/03/2024,24/03/2024,Commercial,Home,Area C,33,6,2,On-Time,,29
7412,09/02/2024,11/02/2024,Domestic,Home,Area B,24,1,2,On-Time,,24
7413,05/06/2024,05/06/2024,Domestic,Walk-in,Nearby Area 2,13,1,0,On-Time,,12
7414,16/06/2024,19/06/2024,Commercial,Home,Area E,48,2,3,Delayed,,51
7415,17/05/2024,17/05/2024,Domestic,Walk-in,Nearby Area 2,15,1,0,On-Time,,13
7416,19/05/2024,23/05/2024,Domestic,Home,Area E,52,1,4,Delayed,,52
7417,04/06/2024,06/06/2024,Domestic,Home,Area A,16,1,2,On-Time,,16
7418,12/06/2024,15/06/2024,Domestic,Home,Area C,32,1,3,Delayed,,30
7419,16/06/2024,18/06/2024,Domestic,Home,Area C,31,1,2,On-Time,,34
7420,11/05/2024,16/05/2024,Commercial,Home,Area D,42,5,5,Delayed,,36
7421,03/02/2024,03/02/2024,Commercial,Walk-in,Nearby Area 1,8,6,0,On-Time,,9
7422,16/04/2024,23/04/2024,Domestic,Home,Area A,17,1,7,Delayed,,18
7423,11/02/2024,15/02/2024,Domestic,Home,Area F,57,1,4,Delayed,,56
7424,11/04/2024,15/04/2024,Domestic,Home,Area F,58,1,4,Delayed,,56
7425,25/05/2024,25/05/2024,Commercial,Walk-in,Nearby Area 2,15,2,0,On-Time,,11
7426,11/03/2024,18/03/2024,Domestic,Home,Area F,56,1,7,Delayed,,58
7427,08/02/2024,16/02/2024,Commercial,Home,Area B,25,5,8,Delayed,,25
7428,29/03/2024,29/03/2024,Domestic,Walk-in,Nearby Area 1,8,1,0,On-Time,,7
7429,28/05/2024,29/05/2024,Domestic,Home,Area B,24,1,1,On-Time,,24
7430,23/04/2024,26/04/2024,Domestic,Home,Area D,38,1,3,Delayed,,43
7431,05/03/2024,06/03/2024,Domestic,Home,Area D,43,1,1,On-Time,,40
7432,01/06/2024,05/06/2024,Domestic,Home,Area E,54,1,4,Delayed,,48
7433,27/05/2024,27/05/2024,Domestic,Walk-in,Agency Area,1,1,0,On-Time,,4
7434,25/01/2024,26/01/2024,Domestic,Home,Area C,27,1,1,On-Time,,33
7435,21/01/2024,24/01/2024,Commercial,Home,Area B,21,5,3,Delayed,,21
7436,30/03/2024,03/04/2024,Commercial,Home,Area E,53,6,4,Delayed,,46
7437,17/02/2024,21/02/2024,Domestic,Home,Area A,18,1,4,Delayed,,20
7438,16/02/2024,23/02/2024,Domestic,Home,Area E,50,1,7,Delayed,,53
7439,26/01/2024,31/01/2024,Domestic,Home,Area D,39,1,5,Delayed,,45
7440,03/05/2024,10/05/2024,Domestic,Home,Area F,56,1,7,Delayed,,58
7441,25/03/2024,28/03/2024,Commercial,Home,Area A,20,6,3,Delayed,,20
7442,17/06/2024,24/06/2024,Domestic,Home,Area A,18,1,7,Delayed,,16
7443,02/06/2024,06/06/2024,Domestic,Home,Area D,40,1,4,Delayed,,45
7444,10/05/2024,16/05/2024,Domestic,Home,Area C,33,1,6,Delayed,,35
7445,04/03/2024,11/03/2024,Domestic,Home,Area B,22,1,7,Delayed,,24
7446,14/01/2024,18/01/2024,Commercial,Home,Area A,20,6,4,Delayed,,19
7447,08/06/2024,11/06/2024,Domestic,Home,Area B,22,1,3,Delayed,,23
7448,16/03/2024,19/03/2024,Domestic,Home,Area B,24,1,3,Delayed,,23
7449,11/06/2024,14/06/2024,Domestic,Home,Area F,56,1,3,Delayed,,59
7450,07/06/2024,07/06/2024,Commercial,Walk-in,Nearby Area 1,6,4,0,On-Time,,6
7451,24/03/2024,24/03/2024,Domestic,Walk-in,Nearby Area 2,13,1,0,On-Time,,14
7452,03/02/2024,03/02/2024,Domestic,Walk-in,Agency Area,3,1,0,On-Time,,2
7453,11/06/2024,15/06/2024,Domestic,Home,Area E,47,1,4,Delayed,,49
7454,11/05/2024,13/05/2024,Commercial,Home,Area E,55,3,2,On-Time,,47
7455,26/03/2024,28/03/2024,Domestic,Home,Area C,31,1,2,On-Time,,30
7456,24/04/2024,26/04/2024,Domestic,Home,Area C,35,1,2,On-Time,,28
7457,07/03/2024,12/03/2024,Commercial,Home,Area F,57,6,5,Delayed,,59
7458,29/05/2024,02/06/2024,Commercial,Home,Area B,21,2,4,Delayed,,21
7459,04/03/2024,04/03/2024,Domestic,Walk-in,Agency Area,1,1,0,On-Time,,3
7460,19/05/2024,22/05/2024,Domestic,Home,Area F,58,1,3,Delayed,,58
7461,26/05/2024,29/05/2024,Commercial,Home,Area C,34,3,3,Delayed,,26
7462,07/01/2024,07/01/2024,Commercial,Walk-in,Agency Area,3,3,0,On-Time,,3
7463,26/06/2024,30/06/2024,Domestic,Home,Area C,26,1,4,Delayed,,26
7464,12/06/2024,18/06/2024,Domestic,Home,Area A,19,1,6,Delayed,,20
7465,02/01/2024,06/01/2024,Domestic,Home,Area F,60,1,4,Delayed,,57
7466,28/01/2024,29/01/2024,Domestic,Home,Area A,20,1,1,On-Time,,16
7467,11/02/2024,12/02/2024,Commercial,Home,Area D,40,6,1,On-Time,,43
7468,08/02/2024,08/02/2024,Commercial,Walk-in,Nearby Area 1,7,6,0,On-Time,,7
7469,03/06/2024,03/06/2024,Commercial,Walk-in,Agency Area,4,2,0,On-Time,,1
7470,28/01/2024,31/01/2024,Commercial,Home,Area C,26,6,3,Delayed,,30
7471,27/02/2024,01/03/2024,Domestic,Home,Area A,18,1,3,Delayed,,17
7472,11/01/2024,18/01/2024,Domestic,Home,Area D,45,1,7,Delayed,,44
7473,13/06/2024,15/06/2024,Domestic,Home,Area F,56,1,2,On-Time,,59
7474,22/05/2024,23/05/2024,Domestic,Home,Area C,27,1,1,On-Time,,26
7475,03/01/2024,03/01/2024,Domestic,Walk-in,Nearby Area 2,11,1,0,On-Time,,14
7476,28/03/2024,03/04/2024,Commercial,Home,Area D,39,2,6,Delayed,,44
7477,28/05/2024,04/06/2024,Commercial,Home,Area C,32,5,7,Delayed,,27
7478,24/03/2024,24/03/2024,Domestic,Walk-in,Agency Area,4,1,0,On-Time,,2
7479,04/03/2024,06/03/2024,Domestic,Home,Area C,27,1,2,On-Time,,30
7480,21/03/2024,25/03/2024,Domestic,Home,Area F,59,1,4,Delayed,,59
7481,07/02/2024,10/02/2024,Domestic,Home,Area B,24,1,3,Delayed,,23
7482,11/01/2024,16/01/2024,Domestic,Home,Area C,35,1,5,Delayed,,35
7483,03/04/2024,07/04/2024,Domestic,Home,Area E,49,1,4,Delayed,,49
7484,07/04/2024,14/04/2024,Domestic,Home,Area B,22,1,7,Delayed,,23
7485,31/01/2024,31/01/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,9
7486,21/05/2024,27/05/2024,Domestic,Home,Area B,21,1,6,Delayed,,21
7487,16/06/2024,23/06/2024,Commercial,Home,Area C,29,4,7,Delayed,,26
7488,26/03/2024,30/03/2024,Domestic,Home,Area C,34,1,4,Delayed,,26
7489,07/03/2024,09/03/2024,Domestic,Home,Area A,16,1,2,On-Time,,20
